fq_name	module	kind	uses_sorry	pretty_type_uncurried	pretty_type_unfolded	unfold_status
LRA.Set.IntersectionMembership	LRA.Set.Interface.Laws.Membership	theorem	true	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject] [inst_1 : Union SetObject]   [inst_2 : Inter SetObject] [inst_3 : SDiff SetObject] [inst_4 : EmptyCollection SetObject]   [inst_5 : HasSubset SetObject],   LRA.Set.MembershipLaws Element SetObject →     ∀ (A B : SetObject) (x : Element), Iff (inst.mem (inst_2.inter A B) x) (And (inst.mem A x) (inst.mem B x))	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject] [inst_1 : Union SetObject]   [inst_2 : Inter SetObject] [inst_3 : SDiff SetObject] [inst_4 : EmptyCollection SetObject]   [inst_5 : HasSubset SetObject],   LRA.Set.MembershipLaws Element SetObject →     ∀ (A B : SetObject) (x : Element), Iff (inst.1 (inst_2.1 A B) x) (And (inst.1 A x) (inst.1 B x))	ok
LRA.Set.SetExtensionality	LRA.Set.Interface.Laws.Membership	theorem	true	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject],   LRA.Set.ExtensionalityLaw Element SetObject →     ∀ {A B : SetObject}, (∀ (x : Element), Iff (inst.mem A x) (inst.mem B x)) → Eq A B	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject],   LRA.Set.ExtensionalityLaw Element SetObject →     ∀ {A B : SetObject}, (∀ (x : Element), Iff (inst.1 A x) (inst.1 B x)) → Eq A B	ok
LRA.Set.SeparationMembership	LRA.Set.Interface.Laws.Membership	theorem	true	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject]   [inst_1 : LRA.Set.HasSeparation Element SetObject],   LRA.Set.SeparationLaws Element SetObject →     ∀ (A : SetObject) (property : Element → Prop) (x : Element),       Iff (inst.mem (inst_1.separation A property) x) (And (inst.mem A x) (property x))	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject]   [inst_1 : LRA.Set.HasSeparation Element SetObject],   LRA.Set.SeparationLaws Element SetObject →     ∀ (A : SetObject) (property : Element → Prop) (x : Element),       Iff (inst.1 (inst_1.1 A property) x) (And (inst.1 A x) (property x))	ok
LRA.Set.PowersetMembership	LRA.Set.Interface.Laws.Membership	theorem	true	∀ {SetObject : Type u} {Collection : Type v} [inst : Membership SetObject Collection] [inst_1 : HasSubset SetObject]   [inst_2 : LRA.Set.HasPowerset SetObject Collection],   LRA.Set.PowersetMembershipLaws SetObject Collection →     ∀ (A B : SetObject), Iff (inst.mem (inst_2.powerset A) B) (inst_1.Subset B A)	∀ {SetObject : Type u} {Collection : Type v} [inst : Membership SetObject Collection] [inst_1 : HasSubset SetObject]   [inst_2 : LRA.Set.HasPowerset SetObject Collection],   LRA.Set.PowersetMembershipLaws SetObject Collection → ∀ (A B : SetObject), Iff (inst.1 (inst_2.1 A) B) (inst_1.1 B A)	ok
LRA.Set.UnionMembership	LRA.Set.Interface.Laws.Membership	theorem	true	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject] [inst_1 : Union SetObject]   [inst_2 : Inter SetObject] [inst_3 : SDiff SetObject] [inst_4 : EmptyCollection SetObject]   [inst_5 : HasSubset SetObject],   LRA.Set.MembershipLaws Element SetObject →     ∀ (A B : SetObject) (x : Element), Iff (inst.mem (inst_1.union A B) x) (Or (inst.mem A x) (inst.mem B x))	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject] [inst_1 : Union SetObject]   [inst_2 : Inter SetObject] [inst_3 : SDiff SetObject] [inst_4 : EmptyCollection SetObject]   [inst_5 : HasSubset SetObject],   LRA.Set.MembershipLaws Element SetObject →     ∀ (A B : SetObject) (x : Element), Iff (inst.1 (inst_1.1 A B) x) (Or (inst.1 A x) (inst.1 B x))	ok
LRA.Set.UniversalMembership	LRA.Set.Interface.Laws.Membership	theorem	true	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject]   [inst_1 : LRA.Set.HasUniversal SetObject] [inst_2 : LRA.Set.HasComplement SetObject],   LRA.Set.UniversalMembershipLaws Element SetObject → ∀ (x : Element), inst.mem inst_1.universal x	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject]   [inst_1 : LRA.Set.HasUniversal SetObject] [inst_2 : LRA.Set.HasComplement SetObject],   LRA.Set.UniversalMembershipLaws Element SetObject → ∀ (x : Element), inst.1 inst_1.1 x	ok
LRA.Set.SubsetIffAllMembers	LRA.Set.Interface.Laws.Membership	theorem	true	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject] [inst_1 : Union SetObject]   [inst_2 : Inter SetObject] [inst_3 : SDiff SetObject] [inst_4 : EmptyCollection SetObject]   [inst_5 : HasSubset SetObject],   LRA.Set.MembershipLaws Element SetObject →     ∀ (A B : SetObject), Iff (inst_5.Subset A B) (∀ (x : Element), inst.mem A x → inst.mem B x)	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject] [inst_1 : Union SetObject]   [inst_2 : Inter SetObject] [inst_3 : SDiff SetObject] [inst_4 : EmptyCollection SetObject]   [inst_5 : HasSubset SetObject],   LRA.Set.MembershipLaws Element SetObject →     ∀ (A B : SetObject), Iff (inst_5.1 A B) (∀ (x : Element), inst.1 A x → inst.1 B x)	ok
LRA.Set.ComplementMembership	LRA.Set.Interface.Laws.Membership	theorem	true	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject]   [inst_1 : LRA.Set.HasUniversal SetObject] [inst_2 : LRA.Set.HasComplement SetObject],   LRA.Set.UniversalMembershipLaws Element SetObject →     ∀ (A : SetObject) (x : Element), Iff (inst.mem (inst_2.complement A) x) (Not (inst.mem A x))	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject]   [inst_1 : LRA.Set.HasUniversal SetObject] [inst_2 : LRA.Set.HasComplement SetObject],   LRA.Set.UniversalMembershipLaws Element SetObject →     ∀ (A : SetObject) (x : Element), Iff (inst.1 (inst_2.1 A) x) (inst.1 A x → False)	ok
LRA.Set.SymmetricDifferenceMembership	LRA.Set.Interface.Laws.Membership	theorem	true	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject]   [inst_1 : LRA.Set.HasSymmDiff SetObject],   LRA.Set.SymmDiffMembershipLaws Element SetObject →     ∀ (A B : SetObject) (x : Element),       Iff (inst.mem (inst_1.symmDiff A B) x)         (Or (And (inst.mem A x) (Not (inst.mem B x))) (And (inst.mem B x) (Not (inst.mem A x))))	∀ {Element : Type u} {SetObject : Type v} [inst : Membership Element SetObject]   [inst_1 : LRA.Set.HasSymmDiff SetObject],   LRA.Set.SymmDiffMembershipLaws Element SetObject →     ∀ (A B : SetObject) (x : Element),       Iff (inst.1 (inst_1.1 A B) x) (Or (And (inst.1 A x) (inst.1 B x → False)) (And (inst.1 B x) (inst.1 A x → False)))	ok
LRA.Set.PairInjective	LRA.Set.Interface.Laws.Pairing	theorem	true	∀ {Left Right Pair : Type u} [inst : LRA.Set.HasPairing Left Right Pair],   LRA.Set.PairingLaws Left Right Pair →     ∀ (firstLeft secondLeft : Left) (firstRight secondRight : Right),       Iff (Eq (LRA.Set.OrderedPair firstLeft firstRight) (LRA.Set.OrderedPair secondLeft secondRight))         (And (Eq firstLeft secondLeft) (Eq firstRight secondRight))	∀ {Left Right Pair : Type u} [inst : LRA.Set.HasPairing Left Right Pair],   LRA.Set.PairingLaws Left Right Pair →     ∀ (firstLeft secondLeft : Left) (firstRight secondRight : Right),       Iff (Eq (inst.1 firstLeft firstRight) (inst.1 secondLeft secondRight))         (And (Eq firstLeft secondLeft) (Eq firstRight secondRight))	ok
LRA.Set.instProdPairingLaws	LRA.Set.Interface.Laws.Pairing	theorem	true	∀ {Left Right : Type u}, LRA.Set.PairingLaws Left Right (Prod Left Right)	∀ {Left Right : Type u}, LRA.Set.PairingLaws Left Right (Prod Left Right)	ok
LRA.Set.SubsetIffUnionEqRight	LRA.Set.Interface.Laws.Union	theorem	true	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A B : α), Iff (inst_2.Subset A B) (Eq (inst.union A B) B)	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A B : α), Iff (inst_2.1 A B) (Eq (inst.1 A B) B)	ok
LRA.Set.UnionEmpty	LRA.Set.Interface.Laws.Union	theorem	true	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A : α), Eq (inst.union A inst_1.emptyCollection) A	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A : α), Eq (inst.1 A inst_1.1) A	ok
LRA.Set.UnionCommutative	LRA.Set.Interface.Laws.Union	theorem	true	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A B : α), Eq (inst.union A B) (inst.union B A)	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A B : α), Eq (inst.1 A B) (inst.1 B A)	ok
LRA.Set.EmptyUnion	LRA.Set.Interface.Laws.Union	theorem	true	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A : α), Eq (inst.union inst_1.emptyCollection A) A	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A : α), Eq (inst.1 inst_1.1 A) A	ok
LRA.Set.UnionAssociative	LRA.Set.Interface.Laws.Union	theorem	true	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A B C : α), Eq (inst.union (inst.union A B) C) (inst.union A (inst.union B C))	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A B C : α), Eq (inst.1 (inst.1 A B) C) (inst.1 A (inst.1 B C))	ok
LRA.Set.UnionMonotone	LRA.Set.Interface.Laws.Union	theorem	true	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α →     ∀ (A₁ A₂ B₁ B₂ : α),       And (inst_2.Subset A₁ A₂) (inst_2.Subset B₁ B₂) → inst_2.Subset (inst.union A₁ B₁) (inst.union A₂ B₂)	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α →     ∀ (A₁ A₂ B₁ B₂ : α), And (inst_2.1 A₁ A₂) (inst_2.1 B₁ B₂) → inst_2.1 (inst.1 A₁ B₁) (inst.1 A₂ B₂)	ok
LRA.Set.UnionIdempotent	LRA.Set.Interface.Laws.Union	theorem	true	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A : α), Eq (inst.union A A) A	∀ {α : Type u} [inst : Union α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.UnionLaws α → ∀ (A : α), Eq (inst.1 A A) A	ok
LRA.Set.EmptyIntersection	LRA.Set.Interface.Laws.Intersection	theorem	true	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A : α), Eq (inst.inter inst_1.emptyCollection A) inst_1.emptyCollection	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A : α), Eq (inst.1 inst_1.1 A) inst_1.1	ok
LRA.Set.IntersectionIdempotent	LRA.Set.Interface.Laws.Intersection	theorem	true	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A : α), Eq (inst.inter A A) A	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A : α), Eq (inst.1 A A) A	ok
LRA.Set.IntersectionAssociative	LRA.Set.Interface.Laws.Intersection	theorem	true	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A B C : α), Eq (inst.inter (inst.inter A B) C) (inst.inter A (inst.inter B C))	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A B C : α), Eq (inst.1 (inst.1 A B) C) (inst.1 A (inst.1 B C))	ok
LRA.Set.IntersectionMonotone	LRA.Set.Interface.Laws.Intersection	theorem	true	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α →     ∀ (A₁ A₂ B₁ B₂ : α),       And (inst_2.Subset A₁ A₂) (inst_2.Subset B₁ B₂) → inst_2.Subset (inst.inter A₁ B₁) (inst.inter A₂ B₂)	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α →     ∀ (A₁ A₂ B₁ B₂ : α), And (inst_2.1 A₁ A₂) (inst_2.1 B₁ B₂) → inst_2.1 (inst.1 A₁ B₁) (inst.1 A₂ B₂)	ok
LRA.Set.SubsetIffIntersectionEqLeft	LRA.Set.Interface.Laws.Intersection	theorem	true	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A B : α), Iff (inst_2.Subset A B) (Eq (inst.inter A B) A)	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A B : α), Iff (inst_2.1 A B) (Eq (inst.1 A B) A)	ok
LRA.Set.IntersectionCommutative	LRA.Set.Interface.Laws.Intersection	theorem	true	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A B : α), Eq (inst.inter A B) (inst.inter B A)	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A B : α), Eq (inst.1 A B) (inst.1 B A)	ok
LRA.Set.IntersectionEmpty	LRA.Set.Interface.Laws.Intersection	theorem	true	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A : α), Eq (inst.inter A inst_1.emptyCollection) inst_1.emptyCollection	∀ {α : Type u} [inst : Inter α] [inst_1 : EmptyCollection α] [inst_2 : HasSubset α],   LRA.Set.IntersectionLaws α → ∀ (A : α), Eq (inst.1 A inst_1.1) inst_1.1	ok
LRA.Set.SubsetReflexive	LRA.Set.Interface.Laws.Subset	theorem	true	∀ {α : Type u} [inst : HasSubset α], LRA.Set.SubsetLaws α → ∀ (A : α), inst.Subset A A	∀ {α : Type u} [inst : HasSubset α], LRA.Set.SubsetLaws α → ∀ (A : α), inst.1 A A	ok
LRA.Set.SetEqualityIffMutualSubset	LRA.Set.Interface.Laws.Subset	theorem	true	∀ {α : Type u} [inst : HasSubset α],   LRA.Set.SubsetLaws α → ∀ (A B : α), Iff (Eq A B) (And (inst.Subset A B) (inst.Subset B A))	∀ {α : Type u} [inst : HasSubset α], LRA.Set.SubsetLaws α → ∀ (A B : α), Iff (Eq A B) (And (inst.1 A B) (inst.1 B A))	ok
LRA.Set.SubsetTransitive	LRA.Set.Interface.Laws.Subset	theorem	true	∀ {α : Type u} [inst : HasSubset α],   LRA.Set.SubsetLaws α → ∀ (A B C : α), And (inst.Subset A B) (inst.Subset B C) → inst.Subset A C	∀ {α : Type u} [inst : HasSubset α], LRA.Set.SubsetLaws α → ∀ (A B C : α), And (inst.1 A B) (inst.1 B C) → inst.1 A C	ok
LRA.Set.DifferenceMonotoneLeft	LRA.Set.Interface.Laws.Difference	theorem	true	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α],   LRA.Set.DifferenceLaws α → ∀ (A₁ A₂ B : α), inst_4.Subset A₁ A₂ → inst_4.Subset (inst.sdiff A₁ B) (inst.sdiff A₂ B)	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α],   LRA.Set.DifferenceLaws α → ∀ (A₁ A₂ B : α), inst_4.1 A₁ A₂ → inst_4.1 (inst.1 A₁ B) (inst.1 A₂ B)	ok
LRA.Set.DifferenceDisjointRight	LRA.Set.Interface.Laws.Difference	theorem	true	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α],   LRA.Set.DifferenceLaws α → ∀ (A B : α), Eq (inst_2.inter (inst.sdiff A B) B) inst_3.emptyCollection	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α], LRA.Set.DifferenceLaws α → ∀ (A B : α), Eq (inst_2.1 (inst.1 A B) B) inst_3.1	ok
LRA.Set.DifferenceAntitoneRight	LRA.Set.Interface.Laws.Difference	theorem	true	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α],   LRA.Set.DifferenceLaws α → ∀ (A B₁ B₂ : α), inst_4.Subset B₁ B₂ → inst_4.Subset (inst.sdiff A B₂) (inst.sdiff A B₁)	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α],   LRA.Set.DifferenceLaws α → ∀ (A B₁ B₂ : α), inst_4.1 B₁ B₂ → inst_4.1 (inst.1 A B₂) (inst.1 A B₁)	ok
LRA.Set.DifferenceIntersection	LRA.Set.Interface.Laws.Difference	theorem	true	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α],   LRA.Set.DifferenceLaws α →     ∀ (A B C : α), Eq (inst.sdiff A (inst_2.inter B C)) (inst_1.union (inst.sdiff A B) (inst.sdiff A C))	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α],   LRA.Set.DifferenceLaws α → ∀ (A B C : α), Eq (inst.1 A (inst_2.1 B C)) (inst_1.1 (inst.1 A B) (inst.1 A C))	ok
LRA.Set.EmptyDifference	LRA.Set.Interface.Laws.Difference	theorem	true	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α],   LRA.Set.DifferenceLaws α → ∀ (A : α), Eq (inst.sdiff inst_3.emptyCollection A) inst_3.emptyCollection	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α], LRA.Set.DifferenceLaws α → ∀ (A : α), Eq (inst.1 inst_3.1 A) inst_3.1	ok
LRA.Set.DifferenceUnion	LRA.Set.Interface.Laws.Difference	theorem	true	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α],   LRA.Set.DifferenceLaws α →     ∀ (A B C : α), Eq (inst.sdiff A (inst_1.union B C)) (inst_2.inter (inst.sdiff A B) (inst.sdiff A C))	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α],   LRA.Set.DifferenceLaws α → ∀ (A B C : α), Eq (inst.1 A (inst_1.1 B C)) (inst_2.1 (inst.1 A B) (inst.1 A C))	ok
LRA.Set.DifferenceSelf	LRA.Set.Interface.Laws.Difference	theorem	true	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α], LRA.Set.DifferenceLaws α → ∀ (A : α), Eq (inst.sdiff A A) inst_3.emptyCollection	∀ {α : Type u} [inst : SDiff α] [inst_1 : Union α] [inst_2 : Inter α] [inst_3 : EmptyCollection α]   [inst_4 : HasSubset α], LRA.Set.DifferenceLaws α → ∀ (A : α), Eq (inst.1 A A) inst_3.1	ok
