fq_name	module	kind	uses_sorry	pretty_type_uncurried	pretty_type_unfolded	unfold_status
LRA.Identity.OperationCompatible	LRA.Identity.Interface.UniversalAlgebra.Congruence	instance	false	∀ {signature : LRA.Identity.AlgebraicSignature} (structure_ : LRA.Identity.AlgebraicStructure signature)   (relation : structure_.Carrier → structure_.Carrier → Prop) (symbol : signature.OperationSymbol)   (left right : Fin (signature.arity symbol) → structure_.Carrier),   (∀ (index : Fin (signature.arity symbol)), relation (left index) (right index)) →     relation (structure_.interpretOperation symbol left) (structure_.interpretOperation symbol right)	∀ {signature : LRA.Identity.AlgebraicSignature} (structure_ : LRA.Identity.AlgebraicStructure signature)   (relation : structure_.1 → structure_.1 → Prop) (symbol : signature.1)   (left right : Fin (signature.2 symbol) → structure_.1),   (∀ (index : Fin (signature.2 symbol)), relation (left index) (right index)) →     relation (structure_.3 symbol left) (structure_.3 symbol right)	ok
LRA.Identity.RelationSymmetric	LRA.Identity.Interface.UniversalAlgebra.Congruence	instance	false	∀ {Carrier : Type u} (relation : Carrier → Carrier → Prop) {x y : Carrier}, relation x y → relation y x	∀ {Carrier : Type u} (relation : Carrier → Carrier → Prop) {x y : Carrier}, relation x y → relation y x	ok
LRA.Identity.IndexedOperationCongruence	LRA.Identity.Interface.UniversalAlgebra.Extensionality	theorem	false	∀ {Index : Type u} {Carrier : Type v} {Codomain : Type w} (operation : (Index → Carrier) → Codomain)   {left right : Index → Carrier},   (∀ (index : Index), Eq (left index) (right index)) → Eq (operation left) (operation right)	∀ {Index : Type u} {Carrier : Type v} {Codomain : Type w} (operation : (Index → Carrier) → Codomain)   {left right : Index → Carrier},   (∀ (index : Index), Eq (left index) (right index)) → Eq (operation left) (operation right)	ok
LRA.Identity.AlgebraicStructure.interpretOperationCongruence	LRA.Identity.Interface.UniversalAlgebra.Extensionality	theorem	false	∀ {signature : LRA.Identity.AlgebraicSignature} (structure_ : LRA.Identity.AlgebraicStructure signature)   (symbol : signature.OperationSymbol) {left right : Fin (signature.arity symbol) → structure_.Carrier},   (∀ (index : Fin (signature.arity symbol)), Eq (left index) (right index)) →     Eq (structure_.interpretOperation symbol left) (structure_.interpretOperation symbol right)	∀ {signature : LRA.Identity.AlgebraicSignature} (structure_ : LRA.Identity.AlgebraicStructure signature)   (symbol : signature.1) {left right : Fin (signature.2 symbol) → structure_.1},   (∀ (index : Fin (signature.2 symbol)), Eq (left index) (right index)) →     Eq (structure_.3 symbol left) (structure_.3 symbol right)	ok
LRA.Identity.IdentLeibnizIff	LRA.Identity.Theorems.Equivalence	theorem	false	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y : Carrier},   inst.Ident x y → ∀ (Property : Carrier → Prop), Iff (Property x) (Property y)	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y : Carrier},   inst.1 x y → ∀ (Property : Carrier → Prop), Iff (Property x) (Property y)	ok
LRA.Identity.IdentSymmetric	LRA.Identity.Theorems.Equivalence	theorem	false	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y : Carrier}, inst.Ident x y → inst.Ident y x	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y : Carrier}, inst.1 x y → inst.1 y x	ok
LRA.Identity.IdentTransitive	LRA.Identity.Theorems.Equivalence	theorem	false	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y z : Carrier},   And (inst.Ident x y) (inst.Ident y z) → inst.Ident x z	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y z : Carrier},   And (inst.1 x y) (inst.1 y z) → inst.1 x z	ok
LRA.Identity.IdentPreservesFunctions	LRA.Identity.Theorems.Congruence	theorem	false	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {Codomain : Type u}   [inst_1 : LRA.Identity.IdentityRelation Codomain] {x y : Carrier},   inst.Ident x y → ∀ (f : Carrier → Codomain), inst_1.Ident (f x) (f y)	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {Codomain : Type u}   [inst_1 : LRA.Identity.IdentityRelation Codomain] {x y : Carrier},   inst.1 x y → ∀ (f : Carrier → Codomain), inst_1.1 (f x) (f y)	ok
LRA.Identity.IdentPreservesRelations	LRA.Identity.Theorems.Congruence	theorem	false	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x x' y y' : Carrier},   And (inst.Ident x x') (inst.Ident y y') → ∀ (R : Carrier → Carrier → Prop), Iff (R x y) (R x' y')	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x x' y y' : Carrier},   And (inst.1 x x') (inst.1 y y') → ∀ (R : Carrier → Carrier → Prop), Iff (R x y) (R x' y')	ok
LRA.Identity.IdentPreservesOperations	LRA.Identity.Theorems.Congruence	theorem	false	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x x' y y' : Carrier},   And (inst.Ident x x') (inst.Ident y y') → ∀ (op : Carrier → Carrier → Carrier), inst.Ident (op x y) (op x' y')	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x x' y y' : Carrier},   And (inst.1 x x') (inst.1 y y') → ∀ (op : Carrier → Carrier → Carrier), inst.1 (op x y) (op x' y')	ok
LRA.Identity.DistinctSymmetric	LRA.Identity.Theorems.Distinctness	theorem	false	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y : Carrier},   LRA.Identity.Distinct x y → LRA.Identity.Distinct y x	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y : Carrier},   And (inst.1 x y → False) (inst.1 y x) → False	ok
LRA.Identity.DistinctIrreflexive	LRA.Identity.Theorems.Distinctness	theorem	false	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] (x : Carrier), Not (LRA.Identity.Distinct x x)	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] (x : Carrier), (inst.1 x x → False) → False	ok
LRA.Identity.ExactlyOneNotAtLeastTwoWitnesses	LRA.Identity.Theorems.Witnesses	theorem	false	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {P : Carrier → Prop},   LRA.Identity.ExactlyOne P → Not (LRA.Identity.NotAtMostOne P)	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {P : Carrier → Prop},   And (And (Exists fun x => P x) (∀ (left right : Carrier), P left → P right → inst.1 left right))       (Exists fun left => Exists fun right => And (P left) (And (P right) (inst.1 left right → False))) →     False	ok
LRA.Identity.HasNoWitnessNotHasWitness	LRA.Identity.Theorems.Witnesses	theorem	false	∀ {Carrier : Type u} {P : Carrier → Prop}, LRA.Identity.HasNoWitness P → Not (LRA.Identity.HasWitness P)	∀ {Carrier : Type u} {P : Carrier → Prop}, And ((Exists fun x => P x) → False) (Exists fun x => P x) → False	ok
LRA.Identity.Interop.toEq	LRA.Identity.Interop.Adapters	theorem	false	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y : Carrier}, inst.Ident x y → Eq x y	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y : Carrier}, inst.1 x y → Eq x y	ok
LRA.Identity.Interop.ofEq	LRA.Identity.Interop.Adapters	theorem	false	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y : Carrier}, Eq x y → inst.Ident x y	∀ {Carrier : Type u} [inst : LRA.Identity.IdentityRelation Carrier] {x y : Carrier}, Eq x y → inst.1 x y	ok
LRA.Identity.IdentIsCongruence	LRA.Identity.Theorems.UniversalAlgebra	theorem	false	∀ {signature : LRA.Identity.AlgebraicSignature} (structure_ : LRA.Identity.AlgebraicStructure signature)   [inst : LRA.Identity.IdentityRelation structure_.Carrier], LRA.Identity.IsCongruence structure_ inst.Ident	∀ {signature : LRA.Identity.AlgebraicSignature} (structure_ : LRA.Identity.AlgebraicStructure signature)   [inst : LRA.Identity.IdentityRelation structure_.1], LRA.Identity.IsCongruence structure_ inst.1	ok
LRA.Identity.quotientByIdentToCarrier_rightInverse	LRA.Identity.Theorems.UniversalAlgebra	theorem	false	∀ {signature : LRA.Identity.AlgebraicSignature} (structure_ : LRA.Identity.AlgebraicStructure signature)   [inst : LRA.Identity.IdentityRelation structure_.Carrier]   (classOf : LRA.Identity.CongruenceQuotient structure_ inst.Ident),   Eq (Quot.mk inst.Ident (LRA.Identity.quotientByIdentToCarrier structure_ classOf)) classOf	∀ {signature : LRA.Identity.AlgebraicSignature} (structure_ : LRA.Identity.AlgebraicStructure signature)   [inst : LRA.Identity.IdentityRelation structure_.1] (classOf : Quot inst.1),   Eq (Quot.mk inst.1 (Quot.lift (fun a => a) ⋯ classOf)) classOf	ok
LRA.Identity.quotientByIdentToCarrier_leftInverse	LRA.Identity.Theorems.UniversalAlgebra	theorem	false	∀ {signature : LRA.Identity.AlgebraicSignature} (structure_ : LRA.Identity.AlgebraicStructure signature)   [inst : LRA.Identity.IdentityRelation structure_.Carrier] (element : structure_.Carrier),   Eq (LRA.Identity.quotientByIdentToCarrier structure_ (Quot.mk inst.Ident element)) element	∀ {signature : LRA.Identity.AlgebraicSignature} (structure_ : LRA.Identity.AlgebraicStructure signature)   [inst : LRA.Identity.IdentityRelation structure_.1] (element : structure_.1),   Eq (Quot.lift (fun a => a) ⋯ (Quot.mk inst.1 element)) element	ok
LRA.Identity.Construction.Axiomatic.Ax_IdentityRelation	LRA.Identity.Constructions.Axiomatic.Axioms	axiom	false	{Carrier : Type u} → Carrier → Carrier → Prop	{Carrier : Type u} → Carrier → Carrier → Prop	error:unavailable
LRA.Identity.Construction.Axiomatic.Ax_EqualityReflexivity	LRA.Identity.Constructions.Axiomatic.Axioms	axiom	false	∀ {Carrier : Type u} (x : Carrier), LRA.Identity.Construction.Axiomatic.Ax_IdentityRelation x x	∀ {Carrier : Type u} (x : Carrier), LRA.Identity.Construction.Axiomatic.Ax_IdentityRelation x x	ok
LRA.Identity.Construction.Axiomatic.Ax_LeibnizLaw	LRA.Identity.Constructions.Axiomatic.Axioms	axiom	false	∀ {Carrier : Type u} {x y : Carrier},   LRA.Identity.Construction.Axiomatic.Ax_IdentityRelation x y → ∀ (Property : Carrier → Prop), Property x → Property y	∀ {Carrier : Type u} {x y : Carrier},   LRA.Identity.Construction.Axiomatic.Ax_IdentityRelation x y → ∀ (Property : Carrier → Prop), Property x → Property y	ok
LRA.Identity.Interop.axiomaticIsEq	LRA.Identity.Interop.Audit	theorem	false	∀ {Carrier : Type u} (x y : Carrier), Iff (LRA.Identity.Construction.Axiomatic.Ax_IdentityRelation x y) (Eq x y)	∀ {Carrier : Type u} (x y : Carrier), Iff (LRA.Identity.Construction.Axiomatic.Ax_IdentityRelation x y) (Eq x y)	ok
